Branch code,Branch name,Categorization of customers,Mobile Banking,Status,Number of customers
NP0010214,Individual Male,Mobile Banking,BR Dolpa,INACTIVE,16
NP0010214,Individual Other,Mobile Banking,BR Dolpa,ACTIVE,22
NP0010214,Individual Other,Mobile Banking,BR Dolpa,INACTIVE,5
NP0010215,Individual Female,Mobile Banking,BR Kalikot,ACTIVE,275
NP0010215,Individual Female,Mobile Banking,BR Kalikot,INACTIVE,28
NP0010215,Individual Male,Mobile Banking,BR Kalikot,ACTIVE,778
NP0010215,Individual Male,Mobile Banking,BR Kalikot,INACTIVE,135
NP0010215,Individual Other,Mobile Banking,BR Kalikot,ACTIVE,374
NP0010215,Individual Other,Mobile Banking,BR Kalikot,INACTIVE,85
NP0010215,Individual Other,Mobile Banking,BR Kalikot,ACTIVE,22
NP0010215,Individual Other,Mobile Banking,BR Kalikot,INACTIVE,59
NP0010216,Individual Female,Mobile Banking,BR Mugu,ACTIVE,184
NP0010216,Individual Female,Mobile Banking,BR Mugu,INACTIVE,26
NP0010216,Individual Male,Mobile Banking,BR Mugu,ACTIVE,292
NP0010216,Individual Male,Mobile Banking,BR Mugu,INACTIVE,92
NP0010216,Individual Other,Mobile Banking,BR Mugu,ACTIVE,87
NP0010216,Individual Other,Mobile Banking,BR Mugu,INACTIVE,45
NP0010216,Individual Other,Mobile Banking,BR Mugu,ACTIVE,12
NP0010216,Individual Other,Mobile Banking,BR Mugu,INACTIVE,26
NP0010217,Individual Female,Mobile Banking,BR Humla,ACTIVE,111
NP0010217,Individual Female,Mobile Banking,BR Humla,INACTIVE,15
NP0010217,Individual Male,Mobile Banking,BR Humla,ACTIVE,291
NP0010217,Individual Male,Mobile Banking,BR Humla,INACTIVE,65
NP0010217,Individual Other,Mobile Banking,BR Humla,ACTIVE,108
NP0010217,Individual Other,Mobile Banking,BR Humla,INACTIVE,37
NP0010219,Individual Female,Mobile Banking,BR Campus Road,ACTIVE,809
NP0010219,Individual Female,Mobile Banking,BR Campus Road,INACTIVE,166
NP0010219,Individual Male,Mobile Banking,BR Campus Road,ACTIVE,1118
NP0010219,Individual Male,Mobile Banking,BR Campus Road,INACTIVE,397
NP0010219,Individual Other,Mobile Banking,BR Campus Road,ACTIVE,449
NP0010219,Individual Other,Mobile Banking,BR Campus Road,INACTIVE,101
NP0010219,Individual Other,Mobile Banking,BR Campus Road,ACTIVE,334
NP0010219,Individual Other,Mobile Banking,BR Campus Road,INACTIVE,735
NP0010220,Individual Female,Mobile Banking,BR Bhajani,ACTIVE,130
NP0010220,Individual Female,Mobile Banking,BR Bhajani,INACTIVE,26
NP0010220,Individual Male,Mobile Banking,BR Bhajani,ACTIVE,266
NP0010220,Individual Male,Mobile Banking,BR Bhajani,INACTIVE,79
NP0010220,Individual Other,Mobile Banking,BR Bhajani,ACTIVE,241
NP0010220,Individual Other,Mobile Banking,BR Bhajani,INACTIVE,41
NP0010220,Individual Other,Mobile Banking,BR Bhajani,ACTIVE,139
NP0010220,Individual Other,Mobile Banking,BR Bhajani,INACTIVE,245
NP0010221,Individual Female,Mobile Banking,BR Hasuliya,ACTIVE,119
NP0010221,Individual Female,Mobile Banking,BR Hasuliya,INACTIVE,19
NP0010221,Individual Male,Mobile Banking,BR Hasuliya,ACTIVE,332
NP0010221,Individual Male,Mobile Banking,BR Hasuliya,INACTIVE,88
NP0010221,Individual Other,Mobile Banking,BR Hasuliya,ACTIVE,446
NP0010221,Individual Other,Mobile Banking,BR Hasuliya,INACTIVE,53
NP0010221,Individual Other,Mobile Banking,BR Hasuliya,ACTIVE,461
NP0010221,Individual Other,Mobile Banking,BR Hasuliya,INACTIVE,446
NP0010222,Individual Female,Mobile Banking,BR Tikapur,ACTIVE,474
NP0010222,Individual Female,Mobile Banking,BR Tikapur,INACTIVE,124
NP0010222,Individual Male,Mobile Banking,BR Tikapur,ACTIVE,617
NP0010222,Individual Male,Mobile Banking,BR Tikapur,INACTIVE,230
NP0010222,Individual Other,Mobile Banking,BR Tikapur,ACTIVE,709
NP0010222,Individual Other,Mobile Banking,BR Tikapur,INACTIVE,88
NP0010222,Individual Other,Mobile Banking,BR Tikapur,ACTIVE,159
NP0010222,Individual Other,Mobile Banking,BR Tikapur,INACTIVE,412
NP0010223,Individual Female,Mobile Banking,BR Sukhkhad,ACTIVE,470
NP0010223,Individual Female,Mobile Banking,BR Sukhkhad,INACTIVE,115
NP0010223,Individual Male,Mobile Banking,BR Sukhkhad,ACTIVE,905
NP0010223,Individual Male,Mobile Banking,BR Sukhkhad,INACTIVE,257
NP0010223,Individual Other,Mobile Banking,BR Sukhkhad,ACTIVE,592
NP0010223,Individual Other,Mobile Banking,BR Sukhkhad,INACTIVE,80
NP0010223,Individual Other,Mobile Banking,BR Sukhkhad,ACTIVE,283
NP0010223,Individual Other,Mobile Banking,BR Sukhkhad,INACTIVE,526
NP0010225,Individual Female,Mobile Banking,BR Dhangadhi,ACTIVE,938
NP0010225,Individual Female,Mobile Banking,BR Dhangadhi,INACTIVE,186
NP0010225,Individual Male,Mobile Banking,BR Dhangadhi,ACTIVE,1751
NP0010225,Individual Male,Mobile Banking,BR Dhangadhi,INACTIVE,426
NP0010225,Individual Other,Mobile Banking,BR Dhangadhi,ACTIVE,1124
NP0010225,Individual Other,Mobile Banking,BR Dhangadhi,INACTIVE,178
NP0010225,Individual Other,Mobile Banking,BR Dhangadhi,ACTIVE,1470
NP0010225,Individual Other,Mobile Banking,BR Dhangadhi,INACTIVE,1655
NP0010226,Individual Female,Mobile Banking,BR Mangalsen,ACTIVE,151
NP0010226,Individual Female,Mobile Banking,BR Mangalsen,INACTIVE,32
NP0010226,Individual Male,Mobile Banking,BR Mangalsen,ACTIVE,331
NP0010226,Individual Male,Mobile Banking,BR Mangalsen,INACTIVE,100
NP0010226,Individual Other,Mobile Banking,BR Mangalsen,ACTIVE,164
NP0010226,Individual Other,Mobile Banking,BR Mangalsen,INACTIVE,22
NP0010226,Individual Other,Mobile Banking,BR Mangalsen,ACTIVE,74
NP0010226,Individual Other,Mobile Banking,BR Mangalsen,INACTIVE,121
NP0010227,Individual Female,Mobile Banking,BR Sanphebagar,ACTIVE,390
NP0010227,Individual Female,Mobile Banking,BR Sanphebagar,INACTIVE,74
NP0010227,Individual Male,Mobile Banking,BR Sanphebagar,ACTIVE,868
NP0010227,Individual Male,Mobile Banking,BR Sanphebagar,INACTIVE,273
NP0010227,Individual Other,Mobile Banking,BR Sanphebagar,ACTIVE,395
NP0010227,Individual Other,Mobile Banking,BR Sanphebagar,INACTIVE,57
NP0010227,Individual Other,Mobile Banking,BR Sanphebagar,ACTIVE,339
NP0010227,Individual Other,Mobile Banking,BR Sanphebagar,INACTIVE,457
NP0010228,Individual Female,Mobile Banking,BR Silgadhi,ACTIVE,366
NP0010228,Individual Female,Mobile Banking,BR Silgadhi,INACTIVE,68
NP0010228,Individual Male,Mobile Banking,BR Silgadhi,ACTIVE,697
NP0010228,Individual Male,Mobile Banking,BR Silgadhi,INACTIVE,196
NP0010228,Individual Other,Mobile Banking,BR Silgadhi,ACTIVE,1184
NP0010228,Individual Other,Mobile Banking,BR Silgadhi,INACTIVE,288
NP0010228,Individual Other,Mobile Banking,BR Silgadhi,ACTIVE,761
NP0010228,Individual Other,Mobile Banking,BR Silgadhi,INACTIVE,1386
NP0010230,Individual Female,Mobile Banking,BR Bajura,ACTIVE,108
NP0010230,Individual Female,Mobile Banking,BR Bajura,INACTIVE,25
NP0010230,Individual Male,Mobile Banking,BR Bajura,ACTIVE,258
NP0010230,Individual Male,Mobile Banking,BR Bajura,INACTIVE,88
NP0010230,Individual Other,Mobile Banking,BR Bajura,ACTIVE,139
NP0010230,Individual Other,Mobile Banking,BR Bajura,INACTIVE,18
NP0010230,Individual Other,Mobile Banking,BR Bajura,ACTIVE,90
NP0010230,Individual Other,Mobile Banking,BR Bajura,INACTIVE,225
NP0010231,Individual Female,Mobile Banking,BR Bajhang,ACTIVE,191
NP0010231,Individual Female,Mobile Banking,BR Bajhang,INACTIVE,44
NP0010231,Individual Male,Mobile Banking,BR Bajhang,ACTIVE,662
NP0010231,Individual Male,Mobile Banking,BR Bajhang,INACTIVE,133
NP0010231,Individual Other,Mobile Banking,BR Bajhang,ACTIVE,212
NP0010231,Individual Other,Mobile Banking,BR Bajhang,INACTIVE,51
NP0010231,Individual Other,Mobile Banking,BR Bajhang,ACTIVE,84
NP0010231,Individual Other,Mobile Banking,BR Bajhang,INACTIVE,163
NP0010232,Individual Female,Mobile Banking,BR Shreepur Belauri,ACTIVE,154
NP0010232,Individual Female,Mobile Banking,BR Shreepur Belauri,INACTIVE,24
NP0010232,Individual Male,Mobile Banking,BR Shreepur Belauri,ACTIVE,390
NP0010232,Individual Male,Mobile Banking,BR Shreepur Belauri,INACTIVE,77
NP0010232,Individual Other,Mobile Banking,BR Shreepur Belauri,ACTIVE,169
NP0010232,Individual Other,Mobile Banking,BR Shreepur Belauri,INACTIVE,84
NP0010232,Individual Other,Mobile Banking,BR Shreepur Belauri,ACTIVE,44
NP0010232,Individual Other,Mobile Banking,BR Shreepur Belauri,INACTIVE,425
NP0010234,Individual Female,Mobile Banking,BR Attriya,ACTIVE,403
NP0010234,Individual Female,Mobile Banking,BR Attriya,INACTIVE,78
NP0010234,Individual Male,Mobile Banking,BR Attriya,ACTIVE,759
NP0010234,Individual Male,Mobile Banking,BR Attriya,INACTIVE,178
NP0010234,Individual Other,Mobile Banking,BR Attriya,ACTIVE,283
NP0010234,Individual Other,Mobile Banking,BR Attriya,INACTIVE,35
NP0010234,Individual Other,Mobile Banking,BR Attriya,ACTIVE,261
NP0010234,Individual Other,Mobile Banking,BR Attriya,INACTIVE,881
NP0010235,Individual Female,Mobile Banking,BR Dodhara Chandani,ACTIVE,406
NP0010235,Individual Female,Mobile Banking,BR Dodhara Chandani,INACTIVE,101
NP0010235,Individual Male,Mobile Banking,BR Dodhara Chandani,ACTIVE,541
NP0010235,Individual Male,Mobile Banking,BR Dodhara Chandani,INACTIVE,182
NP0010235,Individual Other,Mobile Banking,BR Dodhara Chandani,ACTIVE,488
NP0010235,Individual Other,Mobile Banking,BR Dodhara Chandani,INACTIVE,56
NP0010235,Individual Other,Mobile Banking,BR Dodhara Chandani,ACTIVE,202
NP0010235,Individual Other,Mobile Banking,BR Dodhara Chandani,INACTIVE,488
NP0010236,Individual Female,Mobile Banking,BR Mahendranagar,ACTIVE,429
NP0010236,Individual Female,Mobile Banking,BR Mahendranagar,INACTIVE,97
NP0010236,Individual Male,Mobile Banking,BR Mahendranagar,ACTIVE,778
NP0010236,Individual Male,Mobile Banking,BR Mahendranagar,INACTIVE,204
NP0010236,Individual Other,Mobile Banking,BR Mahendranagar,ACTIVE,492
NP0010236,Individual Other,Mobile Banking,BR Mahendranagar,INACTIVE,98
NP0010236,Individual Other,Mobile Banking,BR Mahendranagar,ACTIVE,425
NP0010236,Individual Other,Mobile Banking,BR Mahendranagar,INACTIVE,1186
NP0010237,Individual Female,Mobile Banking,BR Dadeldhura,ACTIVE,109
NP0010237,Individual Female,Mobile Banking,BR Dadeldhura,INACTIVE,47
NP0010237,Individual Male,Mobile Banking,BR Dadeldhura,ACTIVE,336
NP0010237,Individual Male,Mobile Banking,BR Dadeldhura,INACTIVE,79
NP0010237,Individual Other,Mobile Banking,BR Dadeldhura,ACTIVE,131
NP0010237,Individual Other,Mobile Banking,BR Dadeldhura,INACTIVE,33
NP0010237,Individual Other,Mobile Banking,BR Dadeldhura,ACTIVE,194
NP0010237,Individual Other,Mobile Banking,BR Dadeldhura,INACTIVE,610
NP0010238,Individual Female,Mobile Banking,BR Baitadi,ACTIVE,270
NP0010238,Individual Female,Mobile Banking,BR Baitadi,INACTIVE,42
NP0010238,Individual Male,Mobile Banking,BR Baitadi,ACTIVE,530
NP0010238,Individual Male,Mobile Banking,BR Baitadi,INACTIVE,164
NP0010238,Individual Other,Mobile Banking,BR Baitadi,ACTIVE,351
NP0010238,Individual Other,Mobile Banking,BR Baitadi,INACTIVE,43
NP0010238,Individual Other,Mobile Banking,BR Baitadi,ACTIVE,124
NP0010238,Individual Other,Mobile Banking,BR Baitadi,INACTIVE,283
NP0010239,Individual Female,Mobile Banking,BR Patan,ACTIVE,266
NP0010239,Individual Female,Mobile Banking,BR Patan,INACTIVE,55
NP0010239,Individual Male,Mobile Banking,BR Patan,ACTIVE,562
NP0010239,Individual Male,Mobile Banking,BR Patan,INACTIVE,194
NP0010239,Individual Other,Mobile Banking,BR Patan,ACTIVE,641
NP0010239,Individual Other,Mobile Banking,BR Patan,INACTIVE,58
NP0010239,Individual Other,Mobile Banking,BR Patan,ACTIVE,537
NP0010239,Individual Other,Mobile Banking,BR Patan,INACTIVE,626
NP0010240,Individual Female,Mobile Banking,BR Darchula,ACTIVE,84
NP0010240,Individual Female,Mobile Banking,BR Darchula,INACTIVE,27
NP0010240,Individual Male,Mobile Banking,BR Darchula,ACTIVE,187
NP0010240,Individual Male,Mobile Banking,BR Darchula,INACTIVE,56
NP0010240,Individual Other,Mobile Banking,BR Darchula,ACTIVE,251
NP0010240,Individual Other,Mobile Banking,BR Darchula,INACTIVE,52
NP0010240,Individual Other,Mobile Banking,BR Darchula,ACTIVE,42
NP0010240,Individual Other,Mobile Banking,BR Darchula,INACTIVE,136
NP0010241,Individual Female,Mobile Banking,BR Golbazar,ACTIVE,107
NP0010241,Individual Female,Mobile Banking,BR Golbazar,INACTIVE,39
NP0010241,Individual Male,Mobile Banking,BR Golbazar,ACTIVE,182
NP0010241,Individual Male,Mobile Banking,BR Golbazar,INACTIVE,80
NP0010241,Individual Other,Mobile Banking,BR Golbazar,ACTIVE,222
NP0010241,Individual Other,Mobile Banking,BR Golbazar,INACTIVE,108
NP0010241,Individual Other,Mobile Banking,BR Golbazar,ACTIVE,227
NP0010241,Individual Other,Mobile Banking,BR Golbazar,INACTIVE,345
NP0010242,Individual Female,Mobile Banking,BR Gauradaha,ACTIVE,167
NP0010242,Individual Female,Mobile Banking,BR Gauradaha,INACTIVE,41
NP0010242,Individual Male,Mobile Banking,BR Gauradaha,ACTIVE,238
NP0010242,Individual Male,Mobile Banking,BR Gauradaha,INACTIVE,98
NP0010242,Individual Other,Mobile Banking,BR Gauradaha,ACTIVE,270
NP0010242,Individual Other,Mobile Banking,BR Gauradaha,INACTIVE,88
NP0010242,Individual Other,Mobile Banking,BR Gauradaha,ACTIVE,120
NP0010242,Individual Other,Mobile Banking,BR Gauradaha,INACTIVE,216
NP0010243,Individual Female,Mobile Banking,BR Bhingri,ACTIVE,345
NP0010243,Individual Female,Mobile Banking,BR Bhingri,INACTIVE,39
NP0010243,Individual Male,Mobile Banking,BR Bhingri,ACTIVE,525
NP0010243,Individual Male,Mobile Banking,BR Bhingri,INACTIVE,89
NP0010243,Individual Other,Mobile Banking,BR Bhingri,ACTIVE,1108
NP0010243,Individual Other,Mobile Banking,BR Bhingri,INACTIVE,141
NP0010244,Individual Female,Mobile Banking,BR Sauraha,ACTIVE,184
NP0010244,Individual Female,Mobile Banking,BR Sauraha,INACTIVE,41
NP0010244,Individual Male,Mobile Banking,BR Sauraha,ACTIVE,246
NP0010244,Individual Male,Mobile Banking,BR Sauraha,INACTIVE,66
NP0010244,Individual Other,Mobile Banking,BR Sauraha,ACTIVE,196
NP0010244,Individual Other,Mobile Banking,BR Sauraha,INACTIVE,34
NP0010245,Individual Female,Mobile Banking,BR Pharsatikar,ACTIVE,515
NP0010245,Individual Female,Mobile Banking,BR Pharsatikar,INACTIVE,117
NP0010245,Individual Male,Mobile Banking,BR Pharsatikar,ACTIVE,690
NP0010245,Individual Male,Mobile Banking,BR Pharsatikar,INACTIVE,159
NP0010245,Individual Other,Mobile Banking,BR Pharsatikar,ACTIVE,364
NP0010245,Individual Other,Mobile Banking,BR Pharsatikar,INACTIVE,51
NP0010245,Individual Other,Mobile Banking,BR Pharsatikar,ACTIVE,143
NP0010245,Individual Other,Mobile Banking,BR Pharsatikar,INACTIVE,150
NP0010246,Individual Female,Mobile Banking,BR Jhalari,ACTIVE,391
NP0010246,Individual Female,Mobile Banking,BR Jhalari,INACTIVE,60
NP0010246,Individual Male,Mobile Banking,BR Jhalari,ACTIVE,525
NP0010246,Individual Male,Mobile Banking,BR Jhalari,INACTIVE,130
NP0010246,Individual Other,Mobile Banking,BR Jhalari,ACTIVE,500
NP0010246,Individual Other,Mobile Banking,BR Jhalari,INACTIVE,50
NP0010246,Individual Other,Mobile Banking,BR Jhalari,ACTIVE,488
NP0010246,Individual Other,Mobile Banking,BR Jhalari,INACTIVE,995
NP0010247,Individual Female,Mobile Banking,BR Chapakot,ACTIVE,192
NP0010247,Individual Female,Mobile Banking,BR Chapakot,INACTIVE,44
NP0010247,Individual Male,Mobile Banking,BR Chapakot,ACTIVE,328
NP0010247,Individual Male,Mobile Banking,BR Chapakot,INACTIVE,93
NP0010247,Individual Other,Mobile Banking,BR Chapakot,ACTIVE,320
NP0010247,Individual Other,Mobile Banking,BR Chapakot,INACTIVE,55
NP0010247,Individual Other,Mobile Banking,BR Chapakot,ACTIVE,97
NP0010247,Individual Other,Mobile Banking,BR Chapakot,INACTIVE,228
NP0010248,Individual Female,Mobile Banking,BR Chhahare,ACTIVE,286
NP0010248,Individual Female,Mobile Banking,BR Chhahare,INACTIVE,41
NP0010248,Individual Male,Mobile Banking,BR Chhahare,ACTIVE,543
NP0010248,Individual Male,Mobile Banking,BR Chhahare,INACTIVE,100
NP0010248,Individual Other,Mobile Banking,BR Chhahare,ACTIVE,257
NP0010248,Individual Other,Mobile Banking,BR Chhahare,INACTIVE,49
NP0010248,Individual Other,Mobile Banking,BR Chhahare,ACTIVE,135
NP0010248,Individual Other,Mobile Banking,BR Chhahare,INACTIVE,261
NP0010249,Individual Female,Mobile Banking,BR Lamki,ACTIVE,478
NP0010249,Individual Female,Mobile Banking,BR Lamki,INACTIVE,266
NP0010249,Individual Male,Mobile Banking,BR Lamki,ACTIVE,704
NP0010249,Individual Male,Mobile Banking,BR Lamki,INACTIVE,554
NP0010249,Individual Other,Mobile Banking,BR Lamki,ACTIVE,447
NP0010249,Individual Other,Mobile Banking,BR Lamki,INACTIVE,88
NP0010249,Individual Other,Mobile Banking,BR Lamki,ACTIVE,21
NP0010249,Individual Other,Mobile Banking,BR Lamki,INACTIVE,54
NP0010250,Individual Female,Mobile Banking,BR Chuhandada,ACTIVE,107
NP0010250,Individual Female,Mobile Banking,BR Chuhandada,INACTIVE,11
NP0010250,Individual Male,Mobile Banking,BR Chuhandada,ACTIVE,284
NP0010250,Individual Male,Mobile Banking,BR Chuhandada,INACTIVE,62
NP0010250,Individual Other,Mobile Banking,BR Chuhandada,ACTIVE,126
NP0010250,Individual Other,Mobile Banking,BR Chuhandada,INACTIVE,31
NP0010250,Individual Other,Mobile Banking,BR Chuhandada,ACTIVE,168
NP0010250,Individual Other,Mobile Banking,BR Chuhandada,INACTIVE,170
NP0010251,Individual Female,Mobile Banking,BR Rabi,ACTIVE,291
NP0010251,Individual Female,Mobile Banking,BR Rabi,INACTIVE,69
NP0010251,Individual Male,Mobile Banking,BR Rabi,ACTIVE,552
NP0010251,Individual Male,Mobile Banking,BR Rabi,INACTIVE,139
NP0010251,Individual Other,Mobile Banking,BR Rabi,ACTIVE,395
NP0010251,Individual Other,Mobile Banking,BR Rabi,INACTIVE,73
NP0010251,Individual Other,Mobile Banking,BR Rabi,ACTIVE,158
NP0010251,Individual Other,Mobile Banking,BR Rabi,INACTIVE,151
NP0010252,Individual Female,Mobile Banking,BR Chisapani,ACTIVE,378
NP0010252,Individual Female,Mobile Banking,BR Chisapani,INACTIVE,33
NP0010252,Individual Male,Mobile Banking,BR Chisapani,ACTIVE,603
NP0010252,Individual Male,Mobile Banking,BR Chisapani,INACTIVE,88
NP0010252,Individual Other,Mobile Banking,BR Chisapani,ACTIVE,147
NP0010252,Individual Other,Mobile Banking,BR Chisapani,INACTIVE,18
NP0010253,Individual Female,Mobile Banking,BR Palung Mainadi,ACTIVE,401
NP0010253,Individual Female,Mobile Banking,BR Palung Mainadi,INACTIVE,24
NP0010253,Individual Male,Mobile Banking,BR Palung Mainadi,ACTIVE,491
NP0010253,Individual Male,Mobile Banking,BR Palung Mainadi,INACTIVE,70
NP0010253,Individual Other,Mobile Banking,BR Palung Mainadi,ACTIVE,543
NP0010253,Individual Other,Mobile Banking,BR Palung Mainadi,INACTIVE,30
NP0010253,Individual Other,Mobile Banking,BR Palung Mainadi,ACTIVE,166
NP0010253,Individual Other,Mobile Banking,BR Palung Mainadi,INACTIVE,73
NP0010254,Individual Female,Mobile Banking,BR Purkotdaha,ACTIVE,673
NP0010254,Individual Female,Mobile Banking,BR Purkotdaha,INACTIVE,30
NP0010254,Individual Male,Mobile Banking,BR Purkotdaha,ACTIVE,901
NP0010254,Individual Male,Mobile Banking,BR Purkotdaha,INACTIVE,85
NP0010254,Individual Other,Mobile Banking,BR Purkotdaha,ACTIVE,900
NP0010254,Individual Other,Mobile Banking,BR Purkotdaha,INACTIVE,51
NP0010254,Individual Other,Mobile Banking,BR Purkotdaha,ACTIVE,149
NP0010254,Individual Other,Mobile Banking,BR Purkotdaha,INACTIVE,48
NP0010255,Individual Female,Mobile Banking,BR Sotang,ACTIVE,553
NP0010255,Individual Female,Mobile Banking,BR Sotang,INACTIVE,37
NP0010255,Individual Male,Mobile Banking,BR Sotang,ACTIVE,736
NP0010255,Individual Male,Mobile Banking,BR Sotang,INACTIVE,108
NP0010255,Individual Other,Mobile Banking,BR Sotang,ACTIVE,435
NP0010255,Individual Other,Mobile Banking,BR Sotang,INACTIVE,25
NP0010256,Individual Female,Mobile Banking,BR Dudhakoshi,ACTIVE,342
NP0010256,Individual Female,Mobile Banking,BR Dudhakoshi,INACTIVE,24
NP0010256,Individual Male,Mobile Banking,BR Dudhakoshi,ACTIVE,544
NP0010256,Individual Male,Mobile Banking,BR Dudhakoshi,INACTIVE,64
NP0010256,Individual Other,Mobile Banking,BR Dudhakoshi,ACTIVE,282
NP0010256,Individual Other,Mobile Banking,BR Dudhakoshi,INACTIVE,17
NP0010257,Individual Female,Mobile Banking,BR Ghorakhori,ACTIVE,305
NP0010257,Individual Female,Mobile Banking,BR Ghorakhori,INACTIVE,33
NP0010257,Individual Male,Mobile Banking,BR Ghorakhori,ACTIVE,541
NP0010257,Individual Male,Mobile Banking,BR Ghorakhori,INACTIVE,112
NP0010257,Individual Other,Mobile Banking,BR Ghorakhori,ACTIVE,344
NP0010257,Individual Other,Mobile Banking,BR Ghorakhori,INACTIVE,48
NP0010258,Individual Female,Mobile Banking,BR Gandaki,ACTIVE,248
NP0010258,Individual Female,Mobile Banking,BR Gandaki,INACTIVE,28
NP0010258,Individual Male,Mobile Banking,BR Gandaki,ACTIVE,376
NP0010258,Individual Male,Mobile Banking,BR Gandaki,INACTIVE,71
NP0010258,Individual Other,Mobile Banking,BR Gandaki,ACTIVE,287
NP0010258,Individual Other,Mobile Banking,BR Gandaki,INACTIVE,29
NP0010259,Individual Female,Mobile Banking,BR Sukatiya,ACTIVE,203
NP0010259,Individual Female,Mobile Banking,BR Sukatiya,INACTIVE,22
NP0010259,Individual Male,Mobile Banking,BR Sukatiya,ACTIVE,485
